// This research has made use of the NASA Exoplanet Archive, which is operated by the California Institute of Technology, under contract with the National Aeronautics and Space Administration under the Exoplanet Exploration Program.;;;;;;;;;;;;;
Identifier;Host Name;Orbital Period [days];Planet Density [g/cm**3];Distance [pc];Effective Temperature [K];Date of Last Update;Planet Name;Planet Mass [Earth mass];Planet Radius [Earth radii];Year of Discovery;Link to Exoplanet Encyclopaedia;HD Name;HIP Name
// Our solar systen:
kepler_827_b;Kepler-827;51,92927591;;1352;5602;10.05.2016;Kepler-827 b;;5,63;2016;http://exoplanet.eu/catalog/kepler-827_b/;;
kepler_828_b;Kepler-828;0,56785714;;625;5039;10.05.2016;Kepler-828 b;;1,51;2016;http://exoplanet.eu/catalog/kepler-828_b/;;
kepler_829_b;Kepler-829;6,88337562;;954;5698;10.05.2016;Kepler-829 b;;2,11;2016;http://exoplanet.eu/catalog/kepler-829_b/;;
kepler_83_b;Kepler-83;9,77;;;4648;14.05.2014;Kepler-83 b;;2,83;2012;http://exoplanet.eu/catalog/kepler-83_b/;;
kepler_83_c;Kepler-83;20,09;;;4648;14.05.2014;Kepler-83 c;;2,36;2012;http://exoplanet.eu/catalog/kepler-83_c/;;
kepler_83_d;Kepler-83;5,169796;;;4648;14.05.2014;Kepler-83 d;;1,94;2014;http://exoplanet.eu/catalog/kepler-83_d/;;
kepler_830_b;Kepler-830;11,29695137;;1122;6037;10.05.2016;Kepler-830 b;;1,7;2016;http://exoplanet.eu/catalog/kepler-830_b/;;
kepler_831_b;Kepler-831;5,62153941;;577;5732;10.05.2016;Kepler-831 b;;1,27;2016;http://exoplanet.eu/catalog/kepler-831_b/;;
kepler_832_b;Kepler-832;7,1396941;;1346;5596;10.05.2016;Kepler-832 b;;2,06;2016;http://exoplanet.eu/catalog/kepler-832_b/;;
kepler_833_b;Kepler-833;18,7546998;;421;4339;10.05.2016;Kepler-833 b;;2,02;2016;http://exoplanet.eu/catalog/kepler-833_b/;;
kepler_834_b;Kepler-834;13,32388301;;620;4554;10.05.2016;Kepler-834 b;;2,02;2016;http://exoplanet.eu/catalog/kepler-834_b/;;
kepler_835_b;Kepler-835;11,41909375;;2011;5954;10.05.2016;Kepler-835 b;;2,79;2016;http://exoplanet.eu/catalog/kepler-835_b/;;
kepler_836_b;Kepler-836;11,36112327;;1003;5895;10.05.2016;Kepler-836 b;;2,73;2016;http://exoplanet.eu/catalog/kepler-836_b/;;
kepler_837_b;Kepler-837;16,56059504;;846;5403;10.05.2016;Kepler-837 b;;2,56;2016;http://exoplanet.eu/catalog/kepler-837_b/;;
kepler_838_b;Kepler-838;15,74957994;;1210;5770;10.05.2016;Kepler-838 b;;2,73;2016;http://exoplanet.eu/catalog/kepler-838_b/;;
kepler_839_b;Kepler-839;37,8144514;;833;6058;10.05.2016;Kepler-839 b;;2,57;2016;http://exoplanet.eu/catalog/kepler-839_b/;;
kepler_84_b;Kepler-84;8,726;;;6031;14.05.2014;Kepler-84 b;;2,23;2012;http://exoplanet.eu/catalog/kepler-84_b/;;
kepler_84_c;Kepler-84;12,883;;;6031;14.05.2014;Kepler-84 c;;2,36;2012;http://exoplanet.eu/catalog/kepler-84_c/;;
kepler_84_d;Kepler-84;4,224537;;;6031;14.05.2014;Kepler-84 d;;1,38;2014;http://exoplanet.eu/catalog/kepler-84_d/;;
kepler_84_e;Kepler-84;27,434389;;;6031;14.05.2014;Kepler-84 e;;2,6;2014;http://exoplanet.eu/catalog/kepler-84_e/;;
kepler_84_f;Kepler-84;44,552169;;;6031;14.05.2014;Kepler-84 f;;2,2;2014;http://exoplanet.eu/catalog/kepler-84_f/;;
kepler_840_b;Kepler-840;2,49577962;;778;5920;10.05.2016;Kepler-840 b;;17,07;2016;http://exoplanet.eu/catalog/kepler-840_b/;;
kepler_841_b;Kepler-841;124,4198398;;1052;5324;10.05.2016;Kepler-841 b;;5,23;2016;http://exoplanet.eu/catalog/kepler-841_b/;;
kepler_842_b;Kepler-842;1,21956827;;552;4848;10.05.2016;Kepler-842 b;;1,6;2016;http://exoplanet.eu/catalog/kepler-842_b/;;
kepler_843_b;Kepler-843;2,05387982;;1247;5830;10.05.2016;Kepler-843 b;;2,59;2016;http://exoplanet.eu/catalog/kepler-843_b/;;
kepler_844_b;Kepler-844;2,61302086;;394;4128;10.05.2016;Kepler-844 b;;1,68;2016;http://exoplanet.eu/catalog/kepler-844_b/;;
kepler_845_b;Kepler-845;0,92785982;;471;4913;10.05.2016;Kepler-845 b;;2,04;2016;http://exoplanet.eu/catalog/kepler-845_b/;;
kepler_846_b;Kepler-846;19,80792185;;1233;5579;10.05.2016;Kepler-846 b;;2,48;2016;http://exoplanet.eu/catalog/kepler-846_b/;;
kepler_847_b;Kepler-847;2,3432319;;529;4940;10.05.2016;Kepler-847 b;;1,18;2016;http://exoplanet.eu/catalog/kepler-847_b/;;
kepler_848_b;Kepler-848;6,91134416;;797;5695;10.05.2016;Kepler-848 b;;1,7;2016;http://exoplanet.eu/catalog/kepler-848_b/;;
kepler_849_b;Kepler-849;394,6244904;;747;6059;10.05.2016;Kepler-849 b;;7,14;2016;http://exoplanet.eu/catalog/kepler-849_b/;;
kepler_85_b;Kepler-85;8,306;;;5436;14.05.2014;Kepler-85 b;;1,97;2012;http://exoplanet.eu/catalog/kepler-85_b/;;
kepler_85_c;Kepler-85;12,513;;;5436;14.05.2014;Kepler-85 c;;2,18;2012;http://exoplanet.eu/catalog/kepler-85_c/;;
kepler_85_d;Kepler-85;17,91323;;;5436;14.05.2014;Kepler-85 d;;1,2;2014;http://exoplanet.eu/catalog/kepler-85_d/;;
kepler_85_e;Kepler-85;25,216751;;;5436;14.05.2014;Kepler-85 e;;1,27;2014;http://exoplanet.eu/catalog/kepler-85_e/;;
kepler_850_b;Kepler-850;7,19303878;;1535;5932;10.05.2016;Kepler-850 b;;1,78;2016;http://exoplanet.eu/catalog/kepler-850_b/;;
kepler_851_b;Kepler-851;8,50699658;;869;5455;10.05.2016;Kepler-851 b;;1,68;2016;http://exoplanet.eu/catalog/kepler-851_b/;;
kepler_852_b;Kepler-852;44,9309804;;854;6100;10.05.2016;Kepler-852 b;;2,54;2016;http://exoplanet.eu/catalog/kepler-852_b/;;
kepler_853_b;Kepler-853;7,16892463;;610;6350;10.05.2016;Kepler-853 b;;1,69;2016;http://exoplanet.eu/catalog/kepler-853_b/;;
kepler_854_b;Kepler-854;2,14463285;;741;6179;10.05.2016;Kepler-854 b;;16,72;2016;http://exoplanet.eu/catalog/kepler-854_b/;;
kepler_855_b;Kepler-855;7,8866311;;1043;5835;10.05.2016;Kepler-855 b;;8,35;2016;http://exoplanet.eu/catalog/kepler-855_b/;;
kepler_856_b;Kepler-856;8,02768059;;1175;5535;10.05.2016;Kepler-856 b;;9,3;2016;http://exoplanet.eu/catalog/kepler-856_b/;;
kepler_857_b;Kepler-857;85,35129427;;1039;5773;10.05.2016;Kepler-857 b;;6,8;2016;http://exoplanet.eu/catalog/kepler-857_b/;;
kepler_858_b;Kepler-858;76,13602028;;296;5653;10.05.2016;Kepler-858 b;;4,87;2016;http://exoplanet.eu/catalog/kepler-858_b/;;
kepler_859_b;Kepler-859;20,38177573;;915;5020;10.05.2016;Kepler-859 b;;3,09;2016;http://exoplanet.eu/catalog/kepler-859_b/;;
kepler_860_b;Kepler-860;5,10137945;;1295;5836;10.05.2016;Kepler-860 b;;3,24;2016;http://exoplanet.eu/catalog/kepler-860_b/;;
kepler_861_b;Kepler-861;3,94963138;;806;5047;10.05.2016;Kepler-861 b;;2,28;2016;http://exoplanet.eu/catalog/kepler-861_b/;;
kepler_862_b;Kepler-862;3,14866453;;806;5333;10.05.2016;Kepler-862 b;;2,21;2016;http://exoplanet.eu/catalog/kepler-862_b/;;
kepler_863_b;Kepler-863;15,59461874;;1145;5678;10.05.2016;Kepler-863 b;;2,9;2016;http://exoplanet.eu/catalog/kepler-863_b/;;
kepler_864_b;Kepler-864;5,83376092;;1573;5754;10.05.2016;Kepler-864 b;;2,4;2016;http://exoplanet.eu/catalog/kepler-864_b/;;
kepler_865_b;Kepler-865;14,16399294;;664;5570;10.05.2016;Kepler-865 b;;2,49;2016;http://exoplanet.eu/catalog/kepler-865_b/;;
kepler_866_b;Kepler-866;2,61703254;;690;4751;10.05.2016;Kepler-866 b;;1,63;2016;http://exoplanet.eu/catalog/kepler-866_b/;;
kepler_867_b;Kepler-867;150,242127;;824;5541;10.05.2016;Kepler-867 b;;4,64;2016;http://exoplanet.eu/catalog/kepler-867_b/;;
kepler_868_b;Kepler-868;5,03251791;;1269;5614;10.05.2016;Kepler-868 b;;2,05;2016;http://exoplanet.eu/catalog/kepler-868_b/;;
kepler_869_b;Kepler-869;40,4287755;;957;5664;10.05.2016;Kepler-869 b;;3,61;2016;http://exoplanet.eu/catalog/kepler-869_b/;;
kepler_87_b;Kepler-87;114,73635;0,729;;5600;14.05.2014;Kepler-87 b;324,2;13,49;2013;http://exoplanet.eu/catalog/kepler-87_b/;;
kepler_87_c;Kepler-87;191,2318;0,152;;5600;14.05.2014;Kepler-87 c;6,4;6,14;2013;http://exoplanet.eu/catalog/kepler-87_c/;;
kepler_870_b;Kepler-870;21,3587621;;1231;5857;10.05.2016;Kepler-870 b;;2,78;2016;http://exoplanet.eu/catalog/kepler-870_b/;;
kepler_871_b;Kepler-871;22,0459018;;1695;5993;10.05.2016;Kepler-871 b;;3,74;2016;http://exoplanet.eu/catalog/kepler-871_b/;;
kepler_872_b;Kepler-872;2,57885507;;1114;5902;10.05.2016;Kepler-872 b;;1,99;2016;http://exoplanet.eu/catalog/kepler-872_b/;;
kepler_873_b;Kepler-873;20,5533844;;1397;6163;10.05.2016;Kepler-873 b;;3,75;2016;http://exoplanet.eu/catalog/kepler-873_b/;;
kepler_874_b;Kepler-874;40,0686727;;1072;6020;10.05.2016;Kepler-874 b;;3,94;2016;http://exoplanet.eu/catalog/kepler-874_b/;;
kepler_875_b;Kepler-875;27,5073799;;1244;5958;10.05.2016;Kepler-875 b;;2,9;2016;http://exoplanet.eu/catalog/kepler-875_b/;;
kepler_876_b;Kepler-876;5,14438011;;735;5060;10.05.2016;Kepler-876 b;;1,43;2016;http://exoplanet.eu/catalog/kepler-876_b/;;
kepler_877_b;Kepler-877;18,45847097;;572;5261;10.05.2016;Kepler-877 b;;2,12;2016;http://exoplanet.eu/catalog/kepler-877_b/;;
kepler_878_b;Kepler-878;25,9422033;;567;5044;10.05.2016;Kepler-878 b;;1,93;2016;http://exoplanet.eu/catalog/kepler-878_b/;;
kepler_879_b;Kepler-879;33,3855938;;772;5792;10.05.2016;Kepler-879 b;;2,57;2016;http://exoplanet.eu/catalog/kepler-879_b/;;
kepler_880_b;Kepler-880;7,71468975;;673;6761;10.05.2016;Kepler-880 b;;2,66;2016;http://exoplanet.eu/catalog/kepler-880_b/;;
kepler_881_b;Kepler-881;4,44448017;;1364;5961;10.05.2016;Kepler-881 b;;1,78;2016;http://exoplanet.eu/catalog/kepler-881_b/;;
kepler_882_b;Kepler-882;3,98953967;;525;5476;10.05.2016;Kepler-882 b;;1,23;2016;http://exoplanet.eu/catalog/kepler-882_b/;;
kepler_883_b;Kepler-883;12,98495573;;549;6116;10.05.2016;Kepler-883 b;;1,78;2016;http://exoplanet.eu/catalog/kepler-883_b/;;
kepler_884_b;Kepler-884;5,69919514;;420;5715;10.05.2016;Kepler-884 b;;1,23;2016;http://exoplanet.eu/catalog/kepler-884_b/;;
kepler_885_b;Kepler-885;18,11472949;;632;6187;10.05.2016;Kepler-885 b;;2,5;2016;http://exoplanet.eu/catalog/kepler-885_b/;;
kepler_886_b;Kepler-886;6,24146367;;857;6098;10.05.2016;Kepler-886 b;;1,52;2016;http://exoplanet.eu/catalog/kepler-886_b/;;
kepler_887_b;Kepler-887;20,42228798;;831;6194;10.05.2016;Kepler-887 b;;1,84;2016;http://exoplanet.eu/catalog/kepler-887_b/;;
kepler_887_c;Kepler-887;7,63846023;;831;6194;10.05.2016;Kepler-887 c;;1,13;2016;http://exoplanet.eu/catalog/kepler-887_c/;;
kepler_888_b;Kepler-888;70,6979061;;413;5875;10.05.2016;Kepler-888 b;;1,76;2016;http://exoplanet.eu/catalog/kepler-888_b/;;
kepler_889_b;Kepler-889;3,744439;;513;5961;10.05.2016;Kepler-889 b;;1,09;2016;http://exoplanet.eu/catalog/kepler-889_b/;;
kepler_890_b;Kepler-890;52,75875577;;1387;5954;10.05.2016;Kepler-890 b;;8,89;2016;http://exoplanet.eu/catalog/kepler-890_b/;;
kepler_891_b;Kepler-891;53,44945593;;1372;5887;10.05.2016;Kepler-891 b;;6,41;2016;http://exoplanet.eu/catalog/kepler-891_b/;;
kepler_892_b;Kepler-892;13,7521072;;640;4747;10.05.2016;Kepler-892 b;;2,81;2016;http://exoplanet.eu/catalog/kepler-892_b/;;
kepler_893_b;Kepler-893;6,33855761;;1216;5820;10.05.2016;Kepler-893 b;;3,03;2016;http://exoplanet.eu/catalog/kepler-893_b/;;
kepler_894_b;Kepler-894;9,803224;;1090;5603;10.05.2016;Kepler-894 b;;2,78;2016;http://exoplanet.eu/catalog/kepler-894_b/;;
kepler_895_b;Kepler-895;2,80624233;;516;4315;10.05.2016;Kepler-895 b;;1,54;2016;http://exoplanet.eu/catalog/kepler-895_b/;;
kepler_896_b;Kepler-896;144,547396;;896;5262;10.05.2016;Kepler-896 b;;2,53;2016;http://exoplanet.eu/catalog/kepler-896_b/;;
kepler_897_b;Kepler-897;8,0472642;;1147;5839;10.05.2016;Kepler-897 b;;2,39;2016;http://exoplanet.eu/catalog/kepler-897_b/;;
kepler_898_b;Kepler-898;5,8706191;;479;4223;10.05.2016;Kepler-898 b;;1,49;2016;http://exoplanet.eu/catalog/kepler-898_b/;;
kepler_899_b;Kepler-899;19,17891293;;1038;5595;10.05.2016;Kepler-899 b;;2,68;2016;http://exoplanet.eu/catalog/kepler-899_b/;;
kepler_9_b;Kepler-9;19,24;0,524;650;5777;14.05.2014;Kepler-9 b;80,09;9,438;2010;http://exoplanet.eu/catalog/kepler-9_b/;;
kepler_9_c;Kepler-9;38,91;0,383;650;5777;14.05.2014;Kepler-9 c;54,347;9,225;2010;http://exoplanet.eu/catalog/kepler-9_c/;;
kepler_9_d;Kepler-9;1,592851;;650;5777;14.05.2014;Kepler-9 d;;1,64;2010;http://exoplanet.eu/catalog/kepler-9_d/;;
kepler_900_b;Kepler-900;6,9913086;;505;4836;10.05.2016;Kepler-900 b;;2,08;2016;http://exoplanet.eu/catalog/kepler-900_b/;;
kepler_901_b;Kepler-901;3,51749439;;241;4184;10.05.2016;Kepler-901 b;;1,37;2016;http://exoplanet.eu/catalog/kepler-901_b/;;
kepler_902_b;Kepler-902;40,1099547;;904;5647;10.05.2016;Kepler-902 b;;2,54;2016;http://exoplanet.eu/catalog/kepler-902_b/;;
kepler_903_b;Kepler-903;10,3507721;;829;5682;10.05.2016;Kepler-903 b;;2,01;2016;http://exoplanet.eu/catalog/kepler-903_b/;;
kepler_903_c;Kepler-903;62,9228557;;829;5682;10.05.2016;Kepler-903 c;;2,53;2016;http://exoplanet.eu/catalog/kepler-903_c/;;
kepler_904_b;Kepler-904;3,02166863;;1151;6160;10.05.2016;Kepler-904 b;;1,77;2016;http://exoplanet.eu/catalog/kepler-904_b/;;
kepler_905_b;Kepler-905;5,08274652;;521;5461;10.05.2016;Kepler-905 b;;1,41;2016;http://exoplanet.eu/catalog/kepler-905_b/;;
kepler_906_b;Kepler-906;41,6979976;;758;6035;10.05.2016;Kepler-906 b;;2,11;2016;http://exoplanet.eu/catalog/kepler-906_b/;;
kepler_907_b;Kepler-907;15,86621821;;352;6106;10.05.2016;Kepler-907 b;;1,2;2016;http://exoplanet.eu/catalog/kepler-907_b/;;
kepler_908_b;Kepler-908;1,34059747;;250;5973;10.05.2016;Kepler-908 b;;1,22;2016;http://exoplanet.eu/catalog/kepler-908_b/;;
kepler_909_b;Kepler-909;13,93290318;;318;6154;10.05.2016;Kepler-909 b;;1,47;2016;http://exoplanet.eu/catalog/kepler-909_b/;;
kepler_91_b;Kepler-91;6,24658;0,4;1030;4550;15.10.2015;Kepler-91 b;257,4423;15,323;2013;http://exoplanet.eu/catalog/kepler-91_b/;;
kepler_910_b;Kepler-910;2,36436901;;402;6230;10.05.2016;Kepler-910 b;;0,82;2016;http://exoplanet.eu/catalog/kepler-910_b/;;
kepler_911_b;Kepler-911;20,310501;;567;6112;10.05.2016;Kepler-911 b;;2,6;2016;http://exoplanet.eu/catalog/kepler-911_b/;;
kepler_912_b;Kepler-912;2,53475627;;1265;5998;10.05.2016;Kepler-912 b;;2,8;2016;http://exoplanet.eu/catalog/kepler-912_b/;;
kepler_913_b;Kepler-913;10,29672521;;597;4687;10.05.2016;Kepler-913 b;;2,06;2016;http://exoplanet.eu/catalog/kepler-913_b/;;
kepler_914_b;Kepler-914;4,40966548;;678;5877;10.05.2016;Kepler-914 b;;1,38;2016;http://exoplanet.eu/catalog/kepler-914_b/;;
kepler_915_b;Kepler-915;4,59489604;;806;6173;10.05.2016;Kepler-915 b;;1,5;2016;http://exoplanet.eu/catalog/kepler-915_b/;;
kepler_916_b;Kepler-916;32,2968798;;769;5248;10.05.2016;Kepler-916 b;;1,76;2016;http://exoplanet.eu/catalog/kepler-916_b/;;
kepler_917_b;Kepler-917;2,97041437;;1027;5418;10.05.2016;Kepler-917 b;;1,91;2016;http://exoplanet.eu/catalog/kepler-917_b/;;
kepler_918_b;Kepler-918;4,85386933;;1245;6028;10.05.2016;Kepler-918 b;;1,74;2016;http://exoplanet.eu/catalog/kepler-918_b/;;
kepler_919_b;Kepler-919;11,04603384;;1219;6113;10.05.2016;Kepler-919 b;;2,25;2016;http://exoplanet.eu/catalog/kepler-919_b/;;
kepler_92_b;Kepler-92;13,749;;;5883;14.05.2014;Kepler-92 b;64,3;3,51;2013;http://exoplanet.eu/catalog/kepler-92_b/;;
kepler_92_c;Kepler-92;26,723;;;5883;14.05.2014;Kepler-92 c;6,1;2,6;2013;http://exoplanet.eu/catalog/kepler-92_c/;;
kepler_92_d;Kepler-92;49,3568;;;5883;21.05.2015;Kepler-92 d;;2,067;2015;http://exoplanet.eu/catalog/kepler-92_d/;;
kepler_920_b;Kepler-920;6,53192704;;926;5403;10.05.2016;Kepler-920 b;;2,42;2016;http://exoplanet.eu/catalog/kepler-920_b/;;
kepler_920_c;Kepler-920;100,8274113;;926;5403;10.05.2016;Kepler-920 c;;3,8;2016;http://exoplanet.eu/catalog/kepler-920_c/;;
kepler_921_b;Kepler-921;51,300634;;847;5663;10.05.2016;Kepler-921 b;;2,87;2016;http://exoplanet.eu/catalog/kepler-921_b/;;
kepler_922_b;Kepler-922;0,93846683;;558;5671;10.05.2016;Kepler-922 b;;1,42;2016;http://exoplanet.eu/catalog/kepler-922_b/;;
kepler_923_b;Kepler-923;6,93366476;;966;5988;10.05.2016;Kepler-923 b;;1,38;2016;http://exoplanet.eu/catalog/kepler-923_b/;;
kepler_924_b;Kepler-924;61,0370117;;995;6167;10.05.2016;Kepler-924 b;;3,07;2016;http://exoplanet.eu/catalog/kepler-924_b/;;
kepler_925_b;Kepler-925;33,8678531;;623;4673;10.05.2016;Kepler-925 b;;2,34;2016;http://exoplanet.eu/catalog/kepler-925_b/;;
kepler_926_b;Kepler-926;52,0688601;;771;5806;10.05.2016;Kepler-926 b;;2,31;2016;http://exoplanet.eu/catalog/kepler-926_b/;;
kepler_927_b;Kepler-927;9,1149903;;879;5743;10.05.2016;Kepler-927 b;;1,72;2016;http://exoplanet.eu/catalog/kepler-927_b/;;
kepler_928_b;Kepler-928;3,9324613;;532;4700;10.05.2016;Kepler-928 b;;1,59;2016;http://exoplanet.eu/catalog/kepler-928_b/;;
kepler_929_b;Kepler-929;0,92103214;;820;5869;10.05.2016;Kepler-929 b;;1,11;2016;http://exoplanet.eu/catalog/kepler-929_b/;;
kepler_93_b;Kepler-93;4,72673978;6,88;;5669;16.04.2015;Kepler-93 b;4,02;1,478;2014;http://exoplanet.eu/catalog/kepler-93_b/;;
kepler_93_c;Kepler-93;1460;;;5669;14.05.2014;Kepler-93 c;954;;2014;;;
kepler_930_b;Kepler-930;71,4517775;;905;6335;10.05.2016;Kepler-930 b;;2,13;2016;http://exoplanet.eu/catalog/kepler-930_b/;;
kepler_931_b;Kepler-931;8,03755877;;490;5241;10.05.2016;Kepler-931 b;;1,33;2016;http://exoplanet.eu/catalog/kepler-931_b/;;
kepler_932_b;Kepler-932;1,9214374;;478;5331;10.05.2016;Kepler-932 b;;1,37;2016;http://exoplanet.eu/catalog/kepler-932_b/;;
kepler_933_b;Kepler-933;14,20443009;;922;5346;10.05.2016;Kepler-933 b;;2,46;2016;http://exoplanet.eu/catalog/kepler-933_b/;;
kepler_934_b;Kepler-934;55,6738309;;603;5001;10.05.2016;Kepler-934 b;;2,09;2016;http://exoplanet.eu/catalog/kepler-934_b/;;
kepler_935_b;Kepler-935;4,88083852;;482;4830;10.05.2016;Kepler-935 b;;1,35;2016;http://exoplanet.eu/catalog/kepler-935_b/;;
kepler_936_b;Kepler-936;10,56134221;;687;5482;10.05.2016;Kepler-936 b;;1,45;2016;http://exoplanet.eu/catalog/kepler-936_b/;;
kepler_937_b;Kepler-937;67,668827;;1482;6095;10.05.2016;Kepler-937 b;;3,72;2016;http://exoplanet.eu/catalog/kepler-937_b/;;
kepler_937_c;Kepler-937;153,343364;;1482;6095;10.05.2016;Kepler-937 c;;2,67;2016;http://exoplanet.eu/catalog/kepler-937_c/;;
kepler_938_b;Kepler-938;52,6298417;;861;5533;10.05.2016;Kepler-938 b;;2,22;2016;http://exoplanet.eu/catalog/kepler-938_b/;;
kepler_939_b;Kepler-939;14,878296;;1029;5471;10.05.2016;Kepler-939 b;;1,75;2016;http://exoplanet.eu/catalog/kepler-939_b/;;
kepler_94_b;Kepler-94;2,50806;1,45;;4781;14.05.2014;Kepler-94 b;10,84;3,51;2014;http://exoplanet.eu/catalog/kepler-94_b/;;
kepler_94_c;Kepler-94;820,3;;;4781;14.05.2014;Kepler-94 c;3126;;2014;http://exoplanet.eu/catalog/kepler-94_c/;;
kepler_940_b;Kepler-940;59,6225257;;1317;5769;10.05.2016;Kepler-940 b;;3,34;2016;http://exoplanet.eu/catalog/kepler-940_b/;;
kepler_941_b;Kepler-941;17,42395198;;1105;5539;10.05.2016;Kepler-941 b;;3,08;2016;http://exoplanet.eu/catalog/kepler-941_b/;;
kepler_942_b;Kepler-942;44,96417488;;218;4861;10.05.2016;Kepler-942 b;;2,13;2016;http://exoplanet.eu/catalog/kepler-942_b/;;
kepler_943_b;Kepler-943;49,7701438;;1239;5612;10.05.2016;Kepler-943 b;;5,93;2016;;;
kepler_944_b;Kepler-944;43,3167737;;1035;5409;10.05.2016;Kepler-944 b;;2,63;2016;http://exoplanet.eu/catalog/kepler-944_b/;;
kepler_945_b;Kepler-945;31,0033814;;1543;5718;10.05.2016;Kepler-945 b;;2,63;2016;http://exoplanet.eu/catalog/kepler-945_b/;;
kepler_946_b;Kepler-946;11,79162572;;918;5665;10.05.2016;Kepler-946 b;;1,93;2016;http://exoplanet.eu/catalog/kepler-946_b/;;
kepler_947_b;Kepler-947;26,9644317;;1188;5508;10.05.2016;Kepler-947 b;;2,28;2016;http://exoplanet.eu/catalog/kepler-947_b/;;
kepler_948_b;Kepler-948;7,76846622;;884;5679;10.05.2016;Kepler-948 b;;1,85;2016;http://exoplanet.eu/catalog/kepler-948_b/;;
kepler_949_b;Kepler-949;8,6893073;;572;5403;10.05.2016;Kepler-949 b;;2,91;2016;http://exoplanet.eu/catalog/kepler-949_b/;;
kepler_95_b;Kepler-95;11,5231;1,71;;5699;14.05.2014;Kepler-95 b;13;3,42;2014;http://exoplanet.eu/catalog/kepler-95_b/;;
kepler_950_b;Kepler-950;98,7180406;;1489;5857;10.05.2016;Kepler-950 b;;8,98;2016;http://exoplanet.eu/catalog/kepler-950_b/;;
kepler_951_b;Kepler-951;71,52530845;;408;4834;10.05.2016;Kepler-951 b;;5,59;2016;http://exoplanet.eu/catalog/kepler-951_b/;;
kepler_952_b;Kepler-952;130,3546919;;1167;5730;10.05.2016;Kepler-952 b;;7,65;2016;http://exoplanet.eu/catalog/kepler-952_b/;;
kepler_953_b;Kepler-953;88,40655258;;240;5416;10.05.2016;Kepler-953 b;;4,21;2016;http://exoplanet.eu/catalog/kepler-953_b/;;
kepler_953_c;Kepler-953;9,10967112;;240;5416;10.05.2016;Kepler-953 c;;1,19;2016;http://exoplanet.eu/catalog/kepler-953_c/;;
kepler_954_b;Kepler-954;16,78176602;;224;4990;10.05.2016;Kepler-954 b;;2,32;2016;http://exoplanet.eu/catalog/kepler-954_b/;;
kepler_955_b;Kepler-955;14,53244172;;637;5350;10.05.2016;Kepler-955 b;;3,13;2016;http://exoplanet.eu/catalog/kepler-955_b/;;
kepler_956_b;Kepler-956;5,24867263;;631;6040;10.05.2016;Kepler-956 b;;3;2016;http://exoplanet.eu/catalog/kepler-956_b/;;
kepler_957_b;Kepler-957;5,90741354;;749;4963;10.05.2016;Kepler-957 b;;5,5;2016;http://exoplanet.eu/catalog/kepler-957_b/;;
kepler_958_b;Kepler-958;9,7678805;;467;5421;10.05.2016;Kepler-958 b;;2,06;2016;http://exoplanet.eu/catalog/kepler-958_b/;;
kepler_959_b;Kepler-959;14,80074836;;1003;7005;10.05.2016;Kepler-959 b;;4,38;2016;http://exoplanet.eu/catalog/kepler-959_b/;;
kepler_96_b;Kepler-96;16,2385;2,26;;5690;14.05.2014;Kepler-96 b;8,46;2,67;2014;http://exoplanet.eu/catalog/kepler-96_b/;;
kepler_960_b;Kepler-960;3,12686223;;298;4755;10.05.2016;Kepler-960 b;;2,29;2016;http://exoplanet.eu/catalog/kepler-960_b/;;
kepler_961_b;Kepler-961;16,87727414;;607;5582;10.05.2016;Kepler-961 b;;2,55;2016;http://exoplanet.eu/catalog/kepler-961_b/;;
kepler_962_b;Kepler-962;12,05707239;;439;5478;10.05.2016;Kepler-962 b;;1,97;2016;http://exoplanet.eu/catalog/kepler-962_b/;;
kepler_963_b;Kepler-963;9,97683705;;786;5461;10.05.2016;Kepler-963 b;;2,66;2016;http://exoplanet.eu/catalog/kepler-963_b/;;
kepler_964_b;Kepler-964;13,5225106;;478;5427;10.05.2016;Kepler-964 b;;2,12;2016;http://exoplanet.eu/catalog/kepler-964_b/;;
kepler_965_b;Kepler-965;134,2527298;;618;5886;10.05.2016;Kepler-965 b;;3,38;2016;http://exoplanet.eu/catalog/kepler-965_b/;;
kepler_966_b;Kepler-966;99,747622;;773;5840;10.05.2016;Kepler-966 b;;4,13;2016;http://exoplanet.eu/catalog/kepler-966_b/;;
kepler_967_b;Kepler-967;13,22713379;;499;5178;10.05.2016;Kepler-967 b;;2,35;2016;http://exoplanet.eu/catalog/kepler-967_b/;;
kepler_967_c;Kepler-967;198,7112502;;499;5178;10.05.2016;Kepler-967 c;;3,65;2016;http://exoplanet.eu/catalog/kepler-967_c/;;
kepler_968_b;Kepler-968;3,69298373;;312;4598;10.05.2016;Kepler-968 b;;2;2016;http://exoplanet.eu/catalog/kepler-968_b/;;
kepler_968_c;Kepler-968;5,70940492;;312;4598;10.05.2016;Kepler-968 c;;1,69;2016;http://exoplanet.eu/catalog/kepler-968_c/;;
kepler_969_b;Kepler-969;34,1731714;;411;5214;10.05.2016;Kepler-969 b;;2,07;2016;http://exoplanet.eu/catalog/kepler-969_b/;;
kepler_969_c;Kepler-969;1,6829346;;411;5214;10.05.2016;Kepler-969 c;;0,99;2016;http://exoplanet.eu/catalog/kepler-969_c/;;
kepler_97_b;Kepler-97;2,58664;5,44;;5779;14.05.2014;Kepler-97 b;3,51;1,48;2014;;;
